Command,Link,Description
show datapath ip-reassembly counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ip-reasmbl-cntr.htm,This command displays contents of datapath IP reassembly statistic tables.
show datapath ip-reputation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-ip-reputatn.htm,This command displays the reputation score and threat category information for the IP addresses.
show datapath ipsec-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipsec-map.htm,This command displays datapath IPsec map details.
show datapath ipv6-mcast destination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-dest.htm,This command displays datapath IPv6 tunnel and port membership.
show datapath ipv6-mcast group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-grp.htm,This command displays the datapath IPv6 multicast group.
show datapath ipv6-mcast station,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-sttn.htm,This command displays datapath IPv6 station membership.
show datapath l3-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-ip-l3-intrface.htm,"This command displays the layer3 attributes of uplink VLAN interfaces (IP address, mask, and default gateway) at the datapath for a gateway."
show datapath lag table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-lag-tbl.htm,This command displays contents of the datapath LAG or port channel table.
show datapath maintenance counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-maint-cntr.htm,This command displays the datapath maintenance statistics.
show datapath message-queue counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-msg-q-cntr.htm,This command displays the statistics of messages received by a CPU from other datapath CPUs. This command displays only CPUs that receive messages and non-zero statistics.
show datapath mobility home-agent-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-hom-agnt-tbl.htm,This command displays the datapath home agent table information.
show datapath mobility mcast-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-mcast-tbl.htm,This command displays the datapath mobility multicast-group table information. The datapath mobility multicast-group is used to flood the multicast RA traffic to the roamed clients.
show datapath mobility stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-stat.htm,This command displays the datapath mobility statistics.
show datapath nat-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-nat-pool.htm,This command displays the contents of the datapath NAT entries table for APs. It displays NAT pools as configured in the datapath.
show datapath nat table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nat-tbl.htm,This command displays the datapath NAT table entries.
show datapath netdest-id,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-netdest-id.htm,This command displays the netdestination profile configuration in AP datapath table.
show datapath network ingress,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nw-ingrs.htm,This command displays the datapath network ingress queue counters.
show datapath nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nxthop-lst.htm,This command displays information about the datapath for packets routed to next-hop devices.
show datapath openflow acl,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-of-acl.htm,This command displays the datapath OpenFlow ACL table and actions.
show datapath openflow session,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-of-ssn.htm,This command displays the datapath OpenFlow session table and actions.
show datapath papi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-papi-cntr.htm,This command displays the datapath PAPI statistics.
show datapath port,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-port.htm,This command displays the datapath port table information.
show datapath route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-route.htm,This command displays the route table and route cache statistics.
show datapath route-cache ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-route-cache-ipv6.htm,This command displays route cache entries for IPv6.
show datapath saas fastdpi-prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saas-fstdpi-prfx-lst.htm,This command displays the public network prefixes used by Microsoft Office 365.
show datapath saas fqdn,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saasfqdn.htm,This command displays the list of SaaS Fully Qualified Domain Names (FQDN) and the number of applications connected.
show datapath saas servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saassvr.htm,This command displays the DNS requests.
show datapath session counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-sencnt.htm,"This command displays counters statistics including current entries, high water mark, maximum entries, total entries, current maximum link length, maximum link length, stale entries, aged entries, and pending delete entries."
show datapath session dpi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-sendpicnt.htm,This command displays Deep Packet Information (DPI) for the session.
show datapath session dpi | include O,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-ssn-dpi-incl-o.htm,This command displays the system statistics for your AP. Use this command to display various datapath statistics for debugging purposes.
show datapath session ipv6 dpi | include O,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-ssn-ipv6-dpi-inc-o.htm,This command displays the datapath session statistics.
show datapath session table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-table.htm,This command displays all the IP flows through a gateway in a datapath session.
show datapath session ucc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-sess-ucc.htm,This command displays the datapath session information for UCC flows.
show datapath session verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-vb.htm,This command displays the detailed information about the datapath session for a gateway. This information can be used for debugging.
show datapath session web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-wb-cc.htm,This command displays the web-content category information about the datapath session for a gateway.
show datapath statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpath.htm,This command displays information about the datapath statistics for an AP. This information can be used for debugging.
show datapath subnet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-subnt.htm,This command displays the datapath subnet table.
show datapath tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tunnel.htm,This command displays information about all the datapath tunnels that are terminated by the gateway.
show datapath tunnel counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-cntr.htm,This command displays information about the datapath tunnel counters or statistics for a gateway.
show datapath tunnel-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tn-grp.htm,This command displays the tunnel-group table in datapath.
show datapath tunnel heartbeat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-hrtbt.htm,This command displays information about the datapath heartbeat tunnel for a gateway.
show datapath tunnel ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-ipv6.htm,This command displays information about the TCP tunnel table filtered on IPv6 entries for a gateway.
show datapath tunnel ipv6 verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-ipv6-vb.htm,This command displays the detailed information about the TCP tunnel table filtered on IPv6 entries for a gateway. This information can be used for debugging.
show datapath tunnel verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-vb.htm,This command displays the internal details of the datapath tunnel for a gateway.
show datapath uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-up.htm,This command displays the statistics of the datapath session with an uplink VLAN for a gateway.
show datapath uplink verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-up-vb.htm,This command displays the statistics of the datapath session with an uplink VLAN for a gateway. The additional information about the session that can be used for debugging.
show datapath user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user.htm,This command displays information about the datapath user statistics for an AP.
show datapath user counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-cntr.htm,This command displays information about the datapath user counters or statistics for a gateway.
show datapath user ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-ipv6.htm,This command displays information about the datapath IPv6 user entries and statistics for a gateway.
show datapath user table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-tl.htm,This command displays information about the datapath user table statistics for a gateway.
show datapath utilization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-ut.htm,This command displays information about the current CPU utilization of datapath network for a gateway.
show datapath vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan.htm,This command displays information about the VLAN table for an AP.
show datapath vlan-mcast,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-vlan-mcst.htm,This command displays the datapath VLAN multicast table entries.
show datapath vlan-mcast table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan-mc-tl.htm,This command displays information about the datapath VLAN multicast table for a gateway.
show datapath vlan table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan-tl.htm,"This command displays information about the VLAN table such as VLAN number, flag, port, and datapath VLAN multicast entries for a gateway."
show datapath wan counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-cntr.htm,This command displays information about the datapath WAN counters or statistics for a gateway.
show datapath wan hc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-hc.htm,This command displays information about the datapath WAN health check statistics for a gateway.
show datapath wan hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-hits.htm,This command displays information about the datapath wan statistics for a gateway.
show datapath wan policy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-pol.htm,This command displays information about the datapath statistics for the WAN policy for a gateway.
show datapath wan probestats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-ps.htm,This command displays the information about the datapath statistics for the WAN probestats for a gateway.
show datapath wan threshold,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-th.htm,This command displays the information about the datapath statistics for the WAN threshold for a gateway.
show datapath web-cc counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wb-cc.htm,This command displays information about the datapath web-cc table counters for a gateway.
show ddns,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ddns.htm,This command displays the Dynamic DNS (DDNS) status of the AP and the list of DDNS clients.
show ddns clients,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ddns-clients.htm,This command displays the A record (host) updates and Pointer Record (PTR) updates sent by the DDNS client list.
show dds debug peers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dds-db-pe.htm,This command displays the dds debug information for the gateway peers.
show dds debug stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dds-db-st.htm,This command displays the statistics of the DDS log for a gateway.
show debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-debug.htm,This command displays the debug information of the debug logging levels for a gateway.
show derivation-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-deriv-rules.htm,This command displays the list of roles and VLAN derivation rules configured on an AP. This command is used to view the derivation rules configured for a network profile.
show dhcp-allocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dhcp-alloc.htm,This command displays information about the DHCP address allocation for an AP. This command is used to view DHCP address allocation for network address translated clients to allow mobility of the clients across APs.
show dhcpc-opts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dhcpc-opts.htm,This command displays the DHCP options configured on an AP. This command is used to view the current status of the vendor-specific DHCP options configured on an AP.
show dhcps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dhcps.htm,"This command displays the list of Local DHCP profiles configured in the AP, corresponding IP pools and other related parameters."
show dpi application all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dpi-app.htm,"This command displays all applications, which are configured for DPI, by name, ID, category, and default ports."
show dpi-classification-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi-class-cache.htm,This command displays the app classification cached entries from the Qosmos engine. The app classification cache is only available for applications recognized as cacheable by Qosmos. DPI classification cache is enabled by default.
show dpi debug status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi.htm,This command displays the DPI debug status for an AP. This information can be used for debugging.
show dpi-stats session,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi-stats.htm,This command displays the DPI datapath session details for an AP.
show dot1x ap-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dot1x-ap-tab.htm,This command displays the 802.1X table for an AP.
show dot1x counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-1x-counters.htm,This command displays a table of dot1x counters.
show dot1x eap-frag-mtu,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-1x-eap-frag-mtu.htm,This command displays the IP MTU to be considered for EAP fragmentation.
show dot1x watermark history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-hy.htm,This command displays the historical sessions in the 802.1X session queue for a gateway. This command must be run under the guidance of Aruba support to view information about the table that contains 802.1X sessions being processed.
show dot1x watermark table active,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-ta.htm,This command displays all the current active sessions in the 802.1X queue and the corresponding user-age for a gateway.
show dot1x watermark table pending,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-tp.htm,"This command displays all the pending sessions in the 802.1X queue, the duration for which the user is pending in the queue, and the corresponding user-age for a gateway."
show election statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-election.htm,This command displays the election statistics of the master AP selected as the Virtual Controller.
show est profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-profile-gw.htm,"The command displays the information related to the entered profile name. When the optional parameter is not entered, the command displays all the enabled EST profile names."
show est status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-status-gw.htm,"The command displays the detailed enrollment status of the entered profile name. When the optional parameter is not entered, the command displays the enrollment status of all EST profiles."
show est status verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-verbose-gw.htm,This command displays additional information about the enrollment status of all enabled EST profiles.
show fault,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fault.htm,This command displays the list of active faults that occur in the event of a system fault for an AP.
show fault history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fault-hy.htm,This command displays the list of faults that were cleared from the system for an AP.
show firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw.htm,This command displays a list of global firewall policies and policy details for a gateway.
show firewall-cp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-cp.htm,This command displays the control path firewall policies on the gateway.
show firewall-cp internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-cp-in.htm,This command displays the control path internal firewall policies on the gateway.
show firewall-visibility-blk-session status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis-blk-st.htm,This command displays the policy enforcement firewall visibility process state and status information for bulk sessions of a gateway.
show firewall-visibility debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis.htm,This command displays the process state information for debugging firewall visibility of a gateway.
show firewall-visibility status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis-st.htm,This command displays information about the status of firewall visibility of a gateway.
show flow-offload status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-flow-offload.htm,This command displays the current status of flow offload configuration of the AP.
show gap-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gap-dbug.htm,This command displays the troubleshooting information for the global AP database.
show gre config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gre-config.htm,This command displays the GRE configuration information for an AP.
show gre status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gre-status.htm,This command displays information about the parameters indicating the status of GRE for an AP.
show gsm application all status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-app.htm,This command displays the status of the all the GSM applications for a gateway.
show gsm debug channel all status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db.htm,This command displays information about the status of the all the GSM debug channels for a gateway.
show gsm debug channel bucket_map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-bm.htm,This command displays information about the GSM debug channel bucket map for a gateway.
show gsm debug channel cluster,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-cc.htm,This command displays information about the GSM debug channel cluster for a gateway.
show gsm debug channel cluster_ddg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-cd.htm,This command displays information about the GSM debug channel cluster DDG for a gateway.
show gsm debug channel cluster_device,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-ce.htm,This command displays information about the GSM debug channel for a gateway in the cluster.
show gsm debug channel cluster_tunneled_node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-debug.htm,This command displays the controller cluster information for the tunneled node channel.
show gsm debug channel cluster_user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-cltr-ur.htm,This command displays the controller cluster information for the cluster user channel.
show gsm debug channel cluster_vdg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-gsm-db-cc-vdg.htm,This command displays the channel cluster VDG assignment data.
show gsm debug channel dds_peer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-dds-pr.htm,This command displays the controller cluster information for the DDS peer.
show gsm debug channel device_info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-dv-info.htm,This command displays the controller cluster information for the channel device.
show gsm debug channel tunneled_node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-tnd-nde.htm,This command displays the controller information for the tunneled node channel.
show gsm debug channel tunneled_user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-tnld-ur.htm,This command displays the controller information for the tunneled user channel.
show ha ap table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-ap.htm,This command displays the HA AP table to view information about APs configured to use the HA feature. The HA table is displayed or the HA group default.
show ha group-membership,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-grp.htm,This command displays the name of the HA group to which the managed device should be a member.
show ha group-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-grp-profile.htm,This command displays the list of HA groups. You can include the optional <profile> parameter to display configuration settings for the specific profile.
show ha heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-heart-cntr.htm,This command displays statistics for the HA extended device capacity feature. The HA heartbeat statistics is displayed for the HA group default.
show hcm nhinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-nhinfo.htm,This command displays the nexthop information for each uplink that the health check manager (hcm) must probe.
show hcm probe-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-probe-node.htm,This command displays the detailed probe information.
show hcm probe-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-probe-profile.htm,This command displays some built-in profile information about how hcm sends the probe.
show hcm telemetry-report counter,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-tlmtry-rprt-countr.htm,This command displays the number of report messages sent to Aruba Central by hcm.
show hcm telemetry-report unreported-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-tlmtry-unrprtd-dtls.htm,This command displays the packet data that needs to be reported to Aruba Central in the next cycle.
show hcm vlaninfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-vlan-info.htm,This command displays all the uplink information.
show hcm vpncinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-vpnc-info.htm,This command displays the VPNC node that the health check manager (hcm) must probe.
show iap detailed-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-detailed.htm,This command displays the details of all the branches terminating at the managed device.
show iap table long,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-table.htm,This command displays the branch details connected to the AP.
show iap trusted-branch-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-trust-br.htm,This command displays the details of AP trusted branch database information.
show idps stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids.htm,This command displays the IDPS statistics.
show idps summary,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-idps-smry.htm,This command displays the IDPS summary.
show ids aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids-aps.htm,Displays the unknown APs detected by the AP.
show ids client,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids-clients.htm,Displays the details of the AP to which the client is connected.
show ids-detection,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ids-detect.htm,This command displays the intrusion detection policies configured on an AP.
show ids-protection,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ids-protect.htm,This command displays the list of infrastructure protection policies configured an AP.
show image version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-image-ver.htm,This command displays the current system image version on both partition 0 and 1.
show inbound-firewall-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-inb-firewl-rules.htm,This command displays the details of inbound firewall rules configured on an AP.
show interface counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-vhst-ctrs.htm,This command displays a table of L2 interfaces counters.
show interface loopback,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-loopbck.htm,This command displays information about the loopback IP interface.
show interface mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-mgmt.htm,This command displays information about management Ethernet IP interfaces.
show interface vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-vlan.htm,This command displays information about a specified VLAN interface.
show inventory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-inventory.htm,This command displays the hardware inventory of the Gateway device.
show ip access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-accs-list.htm,"This command displays a table of all configured ACLs, or show details for a specific ACL."
show ip bgp neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-bgp-nbr.htm,This command displays the BGP statistics for neighbors.
show ip bgp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-bgp.htm,This command displays the BGP statistics.
show ip dhcp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-oap-advt.htm,"This command displays the DHCP server binding, database setting, relay and pool statistics."
show ip dhcp database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-dhcp-database.htm,This command displays the DHCP server settings.
show ip dhcp statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-dhcp-stats.htm,This command displays the DHCP pool statistics.
show ip health-check,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-heal-chk.htm,This command displays the health-check status of the uplink interfaces of a branch office managed device. This command must be executed from the branch office managed device.
show ip-geolocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-geo.htm,This command displays the IP geolocation status.
show ip health-check branch-mesh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkbran-mesh.htm,This command displays the health-check status of the uplink interfaces of a branch office managed device. This command must be executed from the branch office managed device.
show ip health-check branch-mesh verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkbran-mesh-verb.htm,This command displays the health-check status of the uplink interfaces of a branch office managed device. This command must be executed from the branch office managed device.
show ip health-check verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkverb.htm,This command displays the health-check status of the uplink interfaces of a branch office managed device. This command must be executed from the branch office managed device.
show ip igmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp.htm,This command displays IGMP group table.
show ip igmp config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-cnfg.htm,This command displays the current IGMP configuration.
show ip igmp counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-cntr.htm,This command displays the list of counters for the following IGMP queries:
show ip igmp group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-grp.htm,This command displays the IGMP group table.
show ip igmp interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-intrfc.htm,This command displays IGMP interface table for all VLANs on Gateway device.
show ip igmp proxy group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-pxy-grp.htm,This command displays the IGMP proxy group information for a specific interface.
show ip igmp proxy-mobility-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-pxy-mb-grp.htm,Displays the IGMP proxy group information stored for mobile clients that are away from the managed device.
show ip igmp proxy mobility stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-prxy-mob-sts.htm,This command displays information on IGMP mobility multicast statistics.
show ip igmp proxy stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-prxy-sts.htm,This command displays the number of messages transmitted and received by the IGMP proxy on the upstream interface.
show ip interface brief,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-intfc-brf.htm,This command displays the IP-related information on all interfaces in summary format.
show ip mobile active-domains,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile.htm,This command displays the IP mobility domains active on the switch.
show ip mobile binding,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-bndgs.htm,This command displays the list of home agent binding information for the mobile protocol.
show ip mobile domian,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-dmn.htm,"This command displays the subnet, VLAN, and home agent information for all mobility domains. You can specify a mobility domain name to view data only for that particular domain."
show ip mobile global,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-gbl.htm,This command displays the current mobility agents global configuration.
show ip mobile hat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-hat.htm,This command displays the active home agent table.
show ip mobile host,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-host.htm,This command displays the list of mobile IP hosts.
